,kde_clusters,kde_clusters_at_cargo,graph_clusters,graph_clusters_at_cargo,potential_strength_r11_r11,potential_strength_cargo_r11,potential_strength_cargo_r11_avidity,kb_temperature_r11,interaction_relative_neighbour_distance,iteration,output_path
8183,26.0,0.0,165,165,0.0,0.0025,0.005,0.006,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00001737
8184,,,47,47,0.0075,0.005,0.005,0.006,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00020943
8185,2.0,1.0,35,35,0.01,0.0075,0.0,0.006,2.0,45000,out/autophagy/explore_parameter_space_2_00027710
8186,,,139,139,0.0,0.0025,0.01,0.006,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00002217
8187,,,97,97,0.01,0.005,0.01,0.012,2.0,45000,out/autophagy/explore_parameter_space_2_00027478
8188,3.0,2.0,27,27,0.01,0.005,0.0025,0.006,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00026699
8189,3.0,1.0,115,115,0.0,0.005,0.0075,0.0,1.8,45000,out/autophagy/explore_parameter_space_2_00003123
8190,16.0,1.0,156,156,0.005,0.0025,0.01,0.012,1.8,45000,out/autophagy/explore_parameter_space_2_00014178
8191,8.0,0.0,164,164,0.0,0.0075,0.0,0.018000000000000002,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00003770
8192,,,156,156,0.005,0.01,0.0025,0.024,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00017124
8193,16.0,1.0,153,153,0.005,0.005,0.0075,0.012,2.2,45000,out/autophagy/explore_parameter_space_2_00015328
8194,,,95,95,0.0075,0.01,0.0075,0.012,2.0,45000,out/autophagy/explore_parameter_space_2_00023633
8195,8.0,1.0,154,154,0.0025,0.0075,0.0025,0.03,1.8,45000,out/autophagy/explore_parameter_space_2_00009883
8196,,,113,113,0.0025,0.01,0.0025,0.006,1.8,45000,out/autophagy/explore_parameter_space_2_00011053
8197,,,135,135,0.0075,0.01,0.0025,0.012,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00023206
8198,6.0,1.0,68,68,0.005,0.01,0.0025,0.006,2.2,45000,out/autophagy/explore_parameter_space_2_00017243
8199,,,105,105,0.0025,0.0075,0.0075,0.006,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00010477
8200,8.0,1.0,159,159,0.0075,0.0075,0.0,0.018000000000000002,2.0,45000,out/autophagy/explore_parameter_space_2_00021727
8201,6.0,0.0,157,157,0.0075,0.0,0.0,0.018000000000000002,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00018078
8202,10.0,0.0,157,157,0.0075,0.0075,0.0025,0.018000000000000002,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00022009
8203,2.0,1.0,30,30,0.0075,0.0,0.0075,0.006,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00018873
8204,8.0,2.0,162,162,0.005,0.005,0.0,0.024,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00014486
8205,12.0,1.0,161,161,0.0,0.0,0.0075,0.018000000000000002,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00000888
8206,4.0,1.0,20,20,0.0075,0.0025,0.005,0.0,2.0,45000,out/autophagy/explore_parameter_space_2_00019778
8207,14.0,1.0,174,174,0.0025,0.005,0.005,0.012,2.0,45000,out/autophagy/explore_parameter_space_2_00008998
8208,,,132,132,0.0075,0.005,0.005,0.012,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00021044
8209,7.0,1.0,33,33,0.0025,0.005,0.01,0.0,2.2,45000,out/autophagy/explore_parameter_space_2_00009553
8210,16.0,1.0,157,157,0.0025,0.01,0.005,0.012,2.0,45000,out/autophagy/explore_parameter_space_2_00011396
8211,9.0,0.0,159,159,0.0075,0.01,0.005,0.024,1.8,45000,out/autophagy/explore_parameter_space_2_00023315
8212,6.0,0.0,160,160,0.0025,0.0,0.0,0.024,1.8,45000,out/autophagy/explore_parameter_space_2_00006032
8213,2.0,1.0,24,24,0.01,0.0,0.005,0.006,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00024537
8214,5.0,1.0,17,17,0.0075,0.0075,0.0075,0.0,1.8,45000,out/autophagy/explore_parameter_space_2_00022324
8215,,,132,132,0.0075,0.0075,0.005,0.012,2.2,45000,out/autophagy/explore_parameter_space_2_00022290
8216,3.0,2.0,24,24,0.01,0.01,0.0025,0.006,2.0,45000,out/autophagy/explore_parameter_space_2_00029151
8217,3.0,0.0,155,155,0.0025,0.01,0.0025,0.018000000000000002,1.8,45000,out/autophagy/explore_parameter_space_2_00011065
8218,2.0,1.0,34,34,0.0075,0.01,0.0,0.006,1.8,45000,out/autophagy/explore_parameter_space_2_00022808
8219,12.0,0.0,151,151,0.005,0.01,0.0075,0.024,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00017699
8220,12.0,3.0,155,155,0.005,0.0025,0.0,0.018000000000000002,2.2,45000,out/autophagy/explore_parameter_space_2_00013417
8221,,,159,159,0.005,0.0,0.0075,0.018000000000000002,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00012798
8222,,,167,167,0.0,0.0075,0.0075,0.012,1.8,45000,out/autophagy/explore_parameter_space_2_00004339
8223,6.0,1.0,35,35,0.0025,0.005,0.0,0.0,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00008449
8224,22.0,1.0,99,99,0.0025,0.0075,0.005,0.006,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00010236
8225,,,153,153,0.01,0.0025,0.0025,0.024,1.8,45000,out/autophagy/explore_parameter_space_2_00025474
8226,10.0,2.0,170,170,0.0025,0.0025,0.005,0.012,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00007845
8227,11.0,1.0,165,165,0.005,0.01,0.0,0.024,1.8,45000,out/autophagy/explore_parameter_space_2_00016835
8228,11.0,4.0,132,132,0.01,0.0025,0.0,0.012,2.2,45000,out/autophagy/explore_parameter_space_2_00025409
8229,3.0,1.0,163,163,0.0075,0.01,0.0,0.018000000000000002,2.0,45000,out/autophagy/explore_parameter_space_2_00022925
8230,2.0,1.0,128,128,0.0,0.0075,0.0025,0.0,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00003985
8231,3.0,1.0,17,17,0.01,0.005,0.005,0.006,1.8,45000,out/autophagy/explore_parameter_space_2_00026890
8232,,,144,144,0.0075,0.0,0.005,0.03,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00018568
8233,6.0,1.0,166,166,0.0,0.0,0.005,0.012,2.0,45000,out/autophagy/explore_parameter_space_2_00000599
8234,5.0,2.0,32,32,0.0075,0.0025,0.0,0.0,1.8,45000,out/autophagy/explore_parameter_space_2_00019207
8235,6.0,2.0,161,161,0.0025,0.0025,0.01,0.024,1.8,45000,out/autophagy/explore_parameter_space_2_00008197
8236,4.0,0.0,159,159,0.0025,0.0,0.01,0.024,2.0,45000,out/autophagy/explore_parameter_space_2_00007088
8237,7.0,0.0,155,155,0.01,0.005,0.0,0.03,2.2,45000,out/autophagy/explore_parameter_space_2_00026634
8238,,,99,99,0.01,0.0075,0.005,0.012,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00028151
8239,10.0,0.0,164,164,0.005,0.01,0.01,0.024,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00017840
8240,,,146,146,0.01,0.0075,0.005,0.03,2.0,45000,out/autophagy/explore_parameter_space_2_00028220
8241,,,173,173,0.005,0.0,0.005,0.012,2.0,45000,out/autophagy/explore_parameter_space_2_00012597
8242,4.0,1.0,168,168,0.0,0.0075,0.0,0.024,2.2,45000,out/autophagy/explore_parameter_space_2_00003824
8243,,,160,160,0.01,0.0025,0.0025,0.03,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00025631
8244,3.0,1.0,163,163,0.0,0.01,0.0025,0.024,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00005120
8245,2.0,1.0,25,25,0.0075,0.0025,0.0025,0.006,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00019501
8246,9.0,1.0,166,166,0.0025,0.005,0.0,0.018000000000000002,1.8,45000,out/autophagy/explore_parameter_space_2_00008428
8247,,,86,86,0.0025,0.01,0.01,0.006,2.0,45000,out/autophagy/explore_parameter_space_2_00011870
8248,2.0,1.0,33,33,0.0075,0.005,0.0025,0.006,2.0,45000,out/autophagy/explore_parameter_space_2_00020748
8249,15.0,1.0,176,176,0.0,0.01,0.0,0.012,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00004960
8250,1.0,0.0,45,45,0.0075,0.005,0.0075,0.006,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00021182
8251,5.0,1.0,102,102,0.0,0.0025,0.0075,0.0,1.8,45000,out/autophagy/explore_parameter_space_2_00001924
8252,7.0,0.0,159,159,0.0025,0.01,0.005,0.024,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00011456
8253,7.0,1.0,160,160,0.01,0.0025,0.0,0.018000000000000002,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00025368
8254,11.0,0.0,161,161,0.0025,0.0075,0.005,0.012,1.8,45000,out/autophagy/explore_parameter_space_2_00010100
8255,,,163,163,0.0075,0.01,0.005,0.018000000000000002,2.0,45000,out/autophagy/explore_parameter_space_2_00023401
8256,5.0,2.0,29,29,0.0075,0.01,0.0075,0.0,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00023575
8257,20.0,2.0,113,113,0.0025,0.0075,0.005,0.006,1.8,45000,out/autophagy/explore_parameter_space_2_00010092
8258,8.0,1.0,155,155,0.0,0.01,0.005,0.03,1.8,45000,out/autophagy/explore_parameter_space_2_00005326
8259,,,168,168,0.0025,0.005,0.005,0.012,2.2,45000,out/autophagy/explore_parameter_space_2_00009090
8260,2.0,1.0,23,23,0.01,0.0,0.0075,0.006,2.2,45000,out/autophagy/explore_parameter_space_2_00024922
8261,2.0,1.0,18,18,0.01,0.01,0.005,0.006,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00029342
8262,26.0,6.0,153,153,0.0,0.0075,0.0025,0.03,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00003935
8263,2.0,1.0,125,125,0.0,0.0025,0.005,0.0,1.8,45000,out/autophagy/explore_parameter_space_2_00001681
8264,9.0,1.0,167,167,0.0,0.0075,0.0075,0.018000000000000002,2.2,45000,out/autophagy/explore_parameter_space_2_00004542
8265,,,145,145,0.01,0.0,0.005,0.018000000000000002,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00024648
8266,19.0,5.0,142,142,0.0,0.0,0.005,0.03,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00000664
8267,4.0,1.0,28,28,0.005,0.0075,0.0,0.0,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00015746
8268,7.0,0.0,152,152,0.0075,0.0,0.005,0.024,1.8,45000,out/autophagy/explore_parameter_space_2_00018513
8269,5.0,1.0,171,171,0.0,0.0075,0.0,0.018000000000000002,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00003672
8270,11.0,3.0,163,163,0.0025,0.0025,0.0,0.024,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00007377
8271,4.0,1.0,157,157,0.01,0.0025,0.0075,0.03,2.2,45000,out/autophagy/explore_parameter_space_2_00026155
8272,13.0,2.0,156,156,0.0075,0.01,0.0025,0.024,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00023121
8273,6.0,1.0,117,117,0.0,0.0025,0.0,0.0,1.8,45000,out/autophagy/explore_parameter_space_2_00001202
8274,10.0,1.0,124,124,0.0075,0.005,0.0075,0.012,1.8,45000,out/autophagy/explore_parameter_space_2_00021138
8275,,,153,153,0.0025,0.01,0.005,0.012,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00011444
8276,4.0,1.0,33,33,0.0025,0.0075,0.01,0.0,2.0,45000,out/autophagy/explore_parameter_space_2_00010658
8277,8.0,0.0,148,148,0.005,0.0075,0.005,0.024,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00016262
8278,8.0,1.0,162,162,0.0025,0.0025,0.0025,0.024,1.8,45000,out/autophagy/explore_parameter_space_2_00007473
8279,,,147,147,0.01,0.005,0.0,0.018000000000000002,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00026472
8280,3.0,0.0,161,161,0.01,0.0025,0.005,0.018000000000000002,2.0,45000,out/autophagy/explore_parameter_space_2_00025806
8281,12.0,0.0,147,147,0.005,0.005,0.01,0.012,1.8,45000,out/autophagy/explore_parameter_space_2_00015376
8282,19.0,5.0,148,148,0.0075,0.0075,0.0,0.024,1.8,45000,out/autophagy/explore_parameter_space_2_00021635
8283,4.0,1.0,181,181,0.0,0.0,0.0025,0.006,1.8,45000,out/autophagy/explore_parameter_space_2_00000251
8284,11.0,0.0,156,156,0.0075,0.0025,0.005,0.024,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00019767
8285,11.0,3.0,153,153,0.005,0.0075,0.005,0.03,2.2,45000,out/autophagy/explore_parameter_space_2_00016318
8286,6.0,2.0,16,16,0.005,0.005,0.005,0.0,2.2,45000,out/autophagy/explore_parameter_space_2_00015075
8287,4.0,1.0,112,112,0.0,0.0,0.01,0.0,1.8,45000,out/autophagy/explore_parameter_space_2_00000967
8288,,,129,129,0.01,0.0025,0.0075,0.012,2.0,45000,out/autophagy/explore_parameter_space_2_00026032
8289,7.0,1.0,167,167,0.0,0.005,0.0075,0.018000000000000002,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00003197
8290,2.0,0.0,27,27,0.0075,0.0075,0.01,0.006,2.0,45000,out/autophagy/explore_parameter_space_2_00022664
8291,4.0,1.0,16,16,0.01,0.0025,0.0075,0.0,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00025968
8292,7.0,2.0,164,164,0.0025,0.0,0.0075,0.018000000000000002,1.8,45000,out/autophagy/explore_parameter_space_2_00006745
8293,13.0,3.0,155,155,0.0025,0.0,0.0,0.006,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00006157
8294,15.0,1.0,154,154,0.0025,0.0075,0.01,0.012,1.8,45000,out/autophagy/explore_parameter_space_2_00010578
8295,,,153,153,0.0,0.01,0.01,0.012,2.0,45000,out/autophagy/explore_parameter_space_2_00005872
8296,,,145,145,0.005,0.01,0.0,0.012,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00016866
8297,11.0,2.0,148,148,0.01,0.01,0.01,0.03,2.2,45000,out/autophagy/explore_parameter_space_2_00029996
8298,2.0,0.0,60,60,0.005,0.005,0.005,0.006,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00015032
8299,,,118,118,0.0025,0.0025,0.01,0.006,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00008218
8300,,,159,159,0.0,0.005,0.0075,0.03,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00003211
8301,,,96,96,0.0025,0.01,0.01,0.006,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00011819
8302,6.0,0.0,160,160,0.0075,0.0075,0.0,0.018000000000000002,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00021773
8303,,,124,124,0.0025,0.0025,0.005,0.006,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00007832
8304,11.0,1.0,108,108,0.01,0.01,0.0025,0.012,2.2,45000,out/autophagy/explore_parameter_space_2_00029250
8305,10.0,0.0,86,86,0.01,0.01,0.0075,0.012,1.8,45000,out/autophagy/explore_parameter_space_2_00029542
8306,,,143,143,0.01,0.0075,0.01,0.018000000000000002,2.0,45000,out/autophagy/explore_parameter_space_2_00028680
8307,15.0,2.0,152,152,0.005,0.005,0.005,0.018000000000000002,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00015052
8308,,,62,62,0.005,0.0075,0.0025,0.006,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00015995
8309,2.0,0.0,29,29,0.0075,0.01,0.01,0.006,2.2,45000,out/autophagy/explore_parameter_space_2_00023964
8310,1.0,0.0,168,168,0.005,0.0025,0.005,0.018000000000000002,2.2,45000,out/autophagy/explore_parameter_space_2_00013902
8311,6.0,1.0,24,24,0.0075,0.01,0.01,0.0,2.0,45000,out/autophagy/explore_parameter_space_2_00023857
8312,2.0,1.0,107,107,0.0,0.0075,0.0075,0.0,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00004470
8313,8.0,0.0,151,151,0.0075,0.0025,0.0,0.03,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00019391
8314,,,151,151,0.01,0.0075,0.01,0.018000000000000002,1.8,45000,out/autophagy/explore_parameter_space_2_00028585
8315,7.0,1.0,163,163,0.0075,0.0075,0.0,0.024,2.2,45000,out/autophagy/explore_parameter_space_2_00021830
8316,12.0,1.0,161,161,0.005,0.0075,0.0,0.012,1.8,45000,out/autophagy/explore_parameter_space_2_00015618
8317,,,157,157,0.0,0.01,0.005,0.012,2.0,45000,out/autophagy/explore_parameter_space_2_00005397
8318,5.0,1.0,149,149,0.0075,0.0,0.005,0.03,2.2,45000,out/autophagy/explore_parameter_space_2_00018718
8319,6.0,1.0,26,26,0.01,0.0075,0.005,0.0,2.2,45000,out/autophagy/explore_parameter_space_2_00028273
8320,,,153,153,0.01,0.0075,0.0025,0.024,2.2,45000,out/autophagy/explore_parameter_space_2_00028069
8321,7.0,0.0,63,63,0.005,0.005,0.0075,0.006,2.2,45000,out/autophagy/explore_parameter_space_2_00015326
8322,6.0,1.0,16,16,0.0075,0.0025,0.0,0.0,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00019348
8323,6.0,2.0,163,163,0.0,0.01,0.0,0.012,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00004865
8324,20.0,1.0,158,158,0.005,0.0075,0.0025,0.012,2.0,45000,out/autophagy/explore_parameter_space_2_00015959
8325,,,140,140,0.0075,0.0025,0.005,0.03,2.2,45000,out/autophagy/explore_parameter_space_2_00019918
8326,4.0,1.0,155,155,0.0,0.005,0.005,0.024,2.2,45000,out/autophagy/explore_parameter_space_2_00003109
8327,3.0,1.0,34,34,0.0075,0.0,0.0025,0.006,1.8,45000,out/autophagy/explore_parameter_space_2_00018251
8328,,,144,144,0.0075,0.0075,0.005,0.012,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00022146
8329,,,148,148,0.01,0.0025,0.0075,0.024,1.8,45000,out/autophagy/explore_parameter_space_2_00025956
8330,3.0,2.0,20,20,0.0075,0.005,0.0,0.0,2.2,45000,out/autophagy/explore_parameter_space_2_00020595
8331,7.0,0.0,162,162,0.005,0.005,0.005,0.018000000000000002,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00014952
8332,,,171,171,0.0,0.0075,0.0025,0.012,2.2,45000,out/autophagy/explore_parameter_space_2_00004055
8333,4.0,2.0,26,26,0.01,0.005,0.0025,0.0,1.8,45000,out/autophagy/explore_parameter_space_2_00026647
8334,,,170,170,0.0,0.0075,0.0,0.012,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00003667
8335,9.0,1.0,147,147,0.0,0.01,0.005,0.03,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00005375
8336,,,160,160,0.0,0.005,0.01,0.018000000000000002,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00003532
8337,11.0,2.0,159,159,0.0075,0.01,0.01,0.024,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00023943
8338,9.0,1.0,159,159,0.005,0.01,0.005,0.024,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00017462
8339,6.0,2.0,27,27,0.0025,0.005,0.01,0.0,2.0,45000,out/autophagy/explore_parameter_space_2_00009460
8340,,,151,151,0.0075,0.0075,0.0,0.012,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00021668
8341,,,143,143,0.01,0.01,0.005,0.018000000000000002,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00029451
8342,,,94,94,0.01,0.0075,0.005,0.012,2.0,45000,out/autophagy/explore_parameter_space_2_00028192
8343,3.0,1.0,26,26,0.01,0.0025,0.0075,0.006,1.8,45000,out/autophagy/explore_parameter_space_2_00025932
8344,3.0,1.0,18,18,0.005,0.0025,0.0025,0.0,2.0,45000,out/autophagy/explore_parameter_space_2_00013536
8345,,,138,138,0.01,0.0,0.0075,0.03,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00024906
8346,6.0,1.0,99,99,0.0,0.0075,0.0075,0.0,1.8,45000,out/autophagy/explore_parameter_space_2_00004324
8347,5.0,2.0,25,25,0.01,0.01,0.005,0.0,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00029335
8348,,,163,163,0.0075,0.01,0.0025,0.03,2.2,45000,out/autophagy/explore_parameter_space_2_00023274
8349,9.0,1.0,156,156,0.0075,0.0025,0.0,0.018000000000000002,1.8,45000,out/autophagy/explore_parameter_space_2_00019230
8350,14.0,3.0,155,155,0.005,0.005,0.0075,0.024,2.2,45000,out/autophagy/explore_parameter_space_2_00015351
8351,7.0,1.0,151,151,0.0025,0.01,0.005,0.03,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00011471
8352,,,112,112,0.01,0.0075,0.0075,0.012,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00028486
8353,9.0,2.0,148,148,0.01,0.01,0.0,0.03,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00028891
8354,2.0,1.0,22,22,0.01,0.0,0.0025,0.006,2.0,45000,out/autophagy/explore_parameter_space_2_00024348
8355,22.0,1.0,145,145,0.0,0.01,0.0,0.006,2.2,45000,out/autophagy/explore_parameter_space_2_00005003
8356,21.0,0.0,136,136,0.0,0.0025,0.01,0.006,2.0,45000,out/autophagy/explore_parameter_space_2_00002270
8357,2.0,1.0,30,30,0.0075,0.005,0.0025,0.006,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00020794
8358,,,164,164,0.0,0.0025,0.0025,0.018000000000000002,2.2,45000,out/autophagy/explore_parameter_space_2_00001661
8359,12.0,0.0,166,166,0.0,0.01,0.0025,0.012,1.8,45000,out/autophagy/explore_parameter_space_2_00005056
8360,,,165,165,0.005,0.005,0.005,0.024,2.2,45000,out/autophagy/explore_parameter_space_2_00015111
8361,7.0,0.0,156,156,0.0025,0.0025,0.01,0.018000000000000002,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00008232
8362,,,151,151,0.0025,0.005,0.0,0.03,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00008492
8363,15.0,2.0,155,155,0.0075,0.0025,0.0025,0.03,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00019628
8364,2.0,0.0,161,161,0.005,0.005,0.0,0.024,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00014576
8365,3.0,1.0,106,106,0.0,0.005,0.01,0.0,2.0,45000,out/autophagy/explore_parameter_space_2_00003456
8366,4.0,1.0,159,159,0.0,0.0025,0.0025,0.03,2.0,45000,out/autophagy/explore_parameter_space_2_00001578
8367,6.0,0.0,171,171,0.0,0.0075,0.005,0.012,2.0,45000,out/autophagy/explore_parameter_space_2_00004192
8368,5.0,0.0,154,154,0.0025,0.01,0.005,0.03,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00011368
8369,,,154,154,0.01,0.0075,0.005,0.03,1.8,45000,out/autophagy/explore_parameter_space_2_00028122
8370,26.0,6.0,134,134,0.01,0.0,0.01,0.03,1.8,45000,out/autophagy/explore_parameter_space_2_00025007
8371,,,152,152,0.01,0.005,0.0025,0.024,1.8,45000,out/autophagy/explore_parameter_space_2_00026675
8372,12.0,0.0,161,161,0.0,0.0075,0.005,0.018000000000000002,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00004154
